path[POSIX]	size[bytes]	checksum[md5]	url
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-035-20180209142348.wav	705644	e7012c19f2349ebffbfb8af45639b9fb	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-036-20180209142352.wav	705644	f9be594416ca9976032fa135a7897202	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-037-20180209142355.wav	705644	dbeadfe239e4a9b72e33f25a7cf97430	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-038-20180209142359.wav	705644	64f792d548e6885765ac834a352bb417	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-039-20180209142402.wav	705644	7c798431c3ee6e68872907f8ae981752	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-040-20180209142406.wav	705644	c747e7bc3f50d18836e2c6f7ba2c7226	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-041-20180209142409.wav	705644	d89225218534b2a1f8bb08891b3b9872	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-042-20180209142413.wav	705644	32573f075de5db40d055013bb197cd93	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-043-20180209142416.wav	705644	7c2319f4db8c1fa6e38cd3ef8239a329	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-044-20180209142420.wav	705644	39bafff4b31cec3e6f8e0bc6021c12c2	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-045-20180209142423.wav	705644	8daa4f4004d1d6e15e569ff64b5b4e57	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-046-20180209142427.wav	705644	315493b794e3cb4a4e5d9ed196bed29f	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-047-20180209142430.wav	705644	0a6b16f84086bb145f3ae7c342a6c59e	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-048-20180209142434.wav	705644	9ac2d2aaf039eeabc95ac540411458a8	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-049-20180209142438.wav	705644	5fbb8a435ab936a0e6a9a41853b7caaa	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-050-20180209142441.wav	705644	4d50a3c020b177fca6d059255ee13b14	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-051-20180209142445.wav	705644	d2127244263070b15db9ea5fa80e4025	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-052-20180209142448.wav	705644	89014a559d92290f4dff9192ca399974	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-053-20180209142452.wav	705644	e718bdef0d4f631b3698a31e007f7138	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-054-20180209142455.wav	705644	8c441950256029791a8f3b8bcfb02f43	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-055-20180209142459.wav	705644	64097cb0fb19fb6b17d90e196365f748	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-056-20180209142502.wav	705644	db0254cba6a70bbc6afdd0f7209bc246	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-057-20180209142506.wav	705644	351d2dac09ff7ff4e9c4de679608885e	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-058-20180209142509.wav	705644	350e45df816af83a13a5026e69a3cc4b	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-059-20180209142513.wav	705644	d7e2e9c5b21d81cad396d82c4eb7555b	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-060-20180209142516.wav	705644	c1d6cc8d9c350f45a468c025af676945	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-061-20180209142520.wav	705644	f8041755627e4559fc3f57630054554c	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-062-20180209142523.wav	705644	91e18296eb9e4e53fdd84f7dbd180907	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-063-20180209142527.wav	705644	16d0a49ebe508c0c08fdf522db303b8c	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-064-20180209142530.wav	705644	c7678c7c8893f8a45e403f66e9d650a4	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-065-20180209142536.wav	705644	aeee06756eccb3e7da03577a7cc13964	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-066-20180209142540.wav	705644	e0dfca8df89dc2fd04753336070b6c1f	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-067-20180209142543.wav	705644	61862bb7a490f64b07aca35a3452ff7b	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-068-20180209142547.wav	705644	9ee67665202c5193d5da90108c066057	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-069-20180209142550.wav	705644	7873bfede3435f4cac5a84aac1d6b6b6	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-070-20180209142554.wav	705644	83afc346804d673905f5fa6fe572666d	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-071-20180209142557.wav	705644	a6667477ac532fbe0bda57d37df311bb	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-072-20180209142601.wav	705644	9edc0700f3dac302c48866baa68eaaf1	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-073-20180209142605.wav	705644	9825041ce3ca8879884096521ca57e62	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-074-20180209142608.wav	705644	8feb3a366bdb0059c832a7e770c551e4	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-075-20180209142612.wav	705644	7487396ab8ddaeb50c3bf74bfe8341cd	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-076-20180209142615.wav	705644	43a6ac7cdaa734c815d27074793ecf4d	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-077-20180209142619.wav	705644	fb641ea73d77927f46ba0d47814ba642	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-078-20180209142622.wav	705644	6b57646b7a1add04e1905f0437951efe	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-079-20180209142626.wav	705644	bbd4aeaf586a1cbbdcd2ada617014ef7	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-080-20180209142629.wav	705644	0d16d488e1564351a7afb0a326937f7c	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-081-20180209142633.wav	705644	63102ab2f427cb0f72485a2ed17d8610	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-082-20180209142636.wav	705644	9ed4339fae40c2c3e319a53cbd3289a1	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-083-20180209142640.wav	705644	57c21de051545d2590919a0c96fd217d	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-084-20180209142643.wav	705644	e51f55f513cbc4b354e674b233099a21	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-085-20180209142647.wav	705644	a55b9830f6d092c4317ce6ec013d4876	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-086-20180209142650.wav	705644	a98c78b0e193bc97103acb38ec315079	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-087-20180209142654.wav	705644	bb22442cf14413e443c2845fd712cb8f	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-088-20180209142657.wav	705644	0475ab056b81c91919788b3de330c786	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-089-20180209142701.wav	705644	89d3e67b10f5c530e4969d4a84466593	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-090-20180209142704.wav	705644	f4df9800fd67a83e2bc4bd5e4272b435	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-091-20180209142708.wav	705644	e2d7cdf2c7ef3c0f969f7208d68ae47b	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-092-20180209142711.wav	705644	ff8ec5dd905c02b81ea357eef477a5fe	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-093-20180209142715.wav	705644	5d23dd0768f07036b8f72fc98a3423bc	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-094-20180209142718.wav	705644	0a1b01d884eb492351f543c3414511a4	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-095-20180209142722.wav	705644	078d2790c326f5a57e9711df83bdfa97	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-096-20180209142725.wav	705644	aff0f263cd294225bf787d6680b2b24b	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-097-20180209142729.wav	705644	1f7130a3970eb2077db9aa51aaf41c10	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-098-20180209142733.wav	705644	4a81e99d481bad857288ce31be227e40	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-099-20180209142736.wav	705644	13d9f26c1306598d0af35485fbc26aa9	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-100-20180209142740.wav	705644	e3cfb26989e334efc65ec3983e536ba6	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-101-20180209142743.wav	705644	1993ce649703c040a416c8fd77f03433	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-102-20180209142747.wav	705644	6f355586d25da3e0048b6c94b5bcad74	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-103-20180209142750.wav	705644	9f4a4e861ecc9107dda9011500e5d8f8	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-104-20180209142754.wav	705644	6636af16079c348e46ca34bbbbd33841	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-105-20180209142757.wav	705644	68f289a9fc2504494b6b4dbdc6d14792	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-106-20180209142801.wav	705644	d38e0671d98c05a0a89dfbb0339d1cfb	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-107-20180209142804.wav	705644	797282efe698156076f55757a270a3a4	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-108-20180209142808.wav	705644	1b34c21cc26533f43db22b20f47541ec	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-109-20180209142811.wav	705644	7799043215db34803354edd2d22f5587	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-110-20180209142815.wav	705644	ee62b76441a5154ce9a97f4e2b4afd82	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-111-20180209142818.wav	705644	7c9f3b70b41def7dd1f80af4e3352d54	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-112-20180209142822.wav	705644	1463f665f619555ac7582886dddbbbd0	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-113-20180209142825.wav	705644	7b7a3d0983935e3487ea9d350dd76c8a	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-114-20180209142829.wav	705644	6af62ce931ff283407d423da358bb4e6	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-115-20180209142832.wav	705644	642b9fa0f12587e39ae7011de76123a3	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-116-20180209142836.wav	705644	1a1245bfcc0833fc42803b07818f38fe	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-117-20180209142839.wav	705644	9fb90ecbcb6097bdba005727cfd37e9a	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-118-20180209142843.wav	705644	b8835ed78d9e3ca033b1e54e6942fea3	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-119-20180209142846.wav	705644	8a4e740bd2908fdaf08bd4b2ecc3dfd9	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-120-20180209142850.wav	705644	f1ab3f2dbe39479789c7f4c569e08f90	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-121-20180209142854.wav	705644	0dd436e9533e7281afae5fcfbee6ae2c	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-122-20180209142857.wav	705644	c4efcb94a10a3cee64b65a73f2838a77	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-123-20180209142901.wav	705644	d871cac7130efef83ba9521caddf6d57	
SpeechData/s_002/interference/s_002-interference_010117_sound_recording-124-20180209142904.wav	705644	618a46c0da9009de95088b8a2f31a2e7	
SpeechData/s_002/pic_description/s_002-pic_description_sound_recording-001-20180209144944.wav	31752044	98d67c6f7d4e451879dd1d3c4f4dd9aa	
SpeechData/s_002/sp_speech_book/s_002-spontaneous_speech_book_sound_recording-001-20180209153918.wav	105840044	7a813cc5f54695de3749861c49f36d81	
SpeechData/s_002/sp_speech_vac/s_002-spontaneous_speech_vac_sound_recording-001-20180209141350.wav	105840044	36744ef1312c3c531974c7bb8923147c	
SpeechData/s_002/verb_fluency_lex/s_002-verb_fluency_lex_sound_recording-001-20180209131817.wav	42336044	b1e46a4798ccfe39aafac89ba250347a	
SpeechData/s_002/verb_fluency_lex/s_002-verb_fluency_lex_sound_recording-002-20180209132050.wav	42336044	8f93987d2dde061a828d67338647eaca	
SpeechData/s_002/verb_fluency_lex/s_002-verb_fluency_lex_sound_recording-003-20180209132319.wav	42336044	c4abc2a6711bb3a2ca44c70d55cb6690	
SpeechData/s_002/verb_fluency_sem/s_002-verb_fluency_sem_sound_recording-001-20180209132556.wav	42336044	be3d9c1c1e996e52249cc6a5f1071f33	
SpeechData/s_002/verb_fluency_sem/s_002-verb_fluency_sem_sound_recording-002-20180209132829.wav	42336044	011b7ea559d24ba39ab827c7f72af942	
SpeechData/s_002/verb_fluency_sem/s_002-verb_fluency_sem_sound_recording-003-20180209133049.wav	42336044	0dd5a343f00044e701d372561e578d9a	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-001-20180213142920.wav	705644	0c8b183f520d7b185d846bd2494023c8	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-002-20180213142923.wav	705644	893c1e02f040f93a9f72b566962ba68e	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-003-20180213142927.wav	705644	4dbacd0eee7a7ca8d3c32781b7ae1172	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-004-20180213142930.wav	705644	b85658eb308595fb5025f7072337ccb6	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-005-20180213142958.wav	705644	f08a69116fa01d96c13a23351600ba18	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-006-20180213143002.wav	705644	e6428a3c250b1c6e08f9a8bbca458ea0	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-007-20180213143005.wav	705644	f262531b140f7dd4c039d3003864c46c	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-008-20180213143009.wav	705644	af15f196bb76e4af7ec4a8bea1466ce7	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-009-20180213143012.wav	705644	0ac65559307353be6f8bbdbd15918dbf	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-010-20180213143016.wav	705644	83bca2509bca3c327746b791ca5710f0	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-011-20180213143019.wav	705644	956e21cbf352d305dc9f4582ced3fc3f	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-012-20180213143023.wav	705644	24cd9be4d86b6f411152d022d449f468	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-013-20180213143026.wav	705644	26b2c24074aaaa68fdbe5cdc695425b6	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-014-20180213143030.wav	705644	1da634c84b23b0aa2ddc1295423e96c3	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-015-20180213143033.wav	705644	2feb183bc70c528196ddc8bbf5d1bd43	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-016-20180213143037.wav	705644	9d573f2cbfd39f318b51e9c1f0aac7a2	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-017-20180213143040.wav	705644	0bc81ff95b54a47f2aa2b3c6accbb6b2	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-018-20180213143044.wav	705644	cf41ab22bbd6d31ba623d6953be25039	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-019-20180213143047.wav	705644	f6e3512d00665cd81a50101c603c2b8a	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-020-20180213143051.wav	705644	692dde4844476f12fcf1cb90fa4b13f0	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-021-20180213143054.wav	705644	9c266fa851c7ef22cfc9512af70a6eb7	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-022-20180213143058.wav	705644	b6fb663a1601dd2d74e9feb493e85e0d	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-023-20180213143101.wav	705644	3cf91aea9ade68ce2764c7dc0c5a3884	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-024-20180213143105.wav	705644	4c20b2b24fba1643e9bd33aba63f46f7	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-025-20180213143109.wav	705644	0ebaff249de8f00eb270d99cc33a722c	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-026-20180213143112.wav	705644	b583c9a8d8088c1154dba2843a2a879a	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-027-20180213143116.wav	705644	0c2b0f2e3fa814327d94d8480384a112	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-028-20180213143119.wav	705644	fffb4aa134cef38d34add1220864ca23	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-029-20180213143123.wav	705644	ef1792e04eb0cf06413e8991740db1e2	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-030-20180213143126.wav	705644	d6e3bd10ad6453dc206ea3fa2f2786e1	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-031-20180213143130.wav	705644	9ab687d3c147b4b5087671be6e999d23	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-032-20180213143133.wav	705644	871148696e4cbf5d69f671f34ee8a627	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-033-20180213143137.wav	705644	dcd81f20e31076c413f7a1e716d440a3	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-034-20180213143140.wav	705644	dab2f26ecfa003b1a18ffadfbd1421f0	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-035-20180213143144.wav	705644	43a1ddcc0b42afcfecb6e8dc7f7cd4a0	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-036-20180213143147.wav	705644	78588387700b197b295f9f153fdda3a4	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-037-20180213143151.wav	705644	6bd1385f6a5003bc6e69c916b6b2b1f7	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-038-20180213143154.wav	705644	50fb2e23ffc4f4edcd0d66505952be04	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-039-20180213143158.wav	705644	4198f7c634245f794ef66585a1997d1e	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-040-20180213143201.wav	705644	6b4fcd7a5f2b411525c7a363c8f68c29	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-041-20180213143205.wav	705644	1ac10ec175165ec7d39bacdea27e2508	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-042-20180213143208.wav	705644	1f1be220299c34f58914701a1ade5583	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-043-20180213143212.wav	705644	9929f13f499ed8ceb49a179e169e5074	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-044-20180213143215.wav	705644	4fd40c7e8d907ddc3ec3838dfb47507d	
SpeechData/s_003/interference/s_003-interference_010117_sound_recording-045-20180213143219.wav	705644	37dab337d3183f297a41adb8cafc338b	
